Stock quote and option quote for AIG on 4/6/19 19:55:08

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
45.05,N,+.45,44.80,P,45.29,P,4 x 4,"4,063,949",44.70,45.30,44.66

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
2.84%,-4505,.32,Q,3/14/19,56.79,36.16,"869,736,490",1.08

Theo parameters
Theo date,Theo stock price,Theo volatility
4/6/19, 0.00$, 0.00%

12 APR 19  (6)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,AIG190621C48,3,257,21.83%,.72576839,.276,.073,.069,-.009,.025,.74,Q,.735,.74,44,16,24.34%,75.66%,50.60%,7.74%,38.80%,.72,M,.75,N,21 JUN 19,48,3.70,X,3.80,X,AIG190621P48,0,45,22.16%,3.74,-.715,.073,.070,-.010,-.077,5.10,H,3.750,5.10,65,136,75.38%,24.62%,51.20%,8.42%,<empty>,,
,,AIG190621C49,41,31,21.46%,.49204878,.208,.064,.060,-.008,.019,.50,P,.500,.50,55,34,18.01%,81.99%,37.30%,5.26%,46.85%,.48,X,.52,N,21 JUN 19,49,4.45,X,4.60,X,AIG190621P49,0,0,22.08%,4.52,-.779,.063,.061,-.009,-.084,0, ,4.525,0,51,390,81.38%,18.62%,38.61%,6.05%,<empty>,,
,,AIG190621C50,10,10,21.17%,.32390473,.151,.053,.049,-.006,.014,.33,D,.330,.33,61,43,12.84%,87.16%,26.51%,3.47%,55.59%,.31,C,.35,N,21 JUN 19,50,5.30,X,5.40,M,AIG190621P50,100,0,21.92%,5.34,-.834,.053,.051,-.007,-.091,5.28,X,5.350,5.28,47,54,86.41%,13.59%,28.10%,4.21%,<empty>,,
,,AIG190621C52.5,0,45,21.14%,.11171274,.063,.028,.026,-.003,.006,.07,M,.115,.07,55,34,5.07%,94.93%,10.41%,1.21%,79.65%,.10,X,.13,N,21 JUN 19,52.5,7.55,D,7.85,D,AIG190621P52.5,0,0,24.82%,7.69,-.896,.034,.036,-.006,-.099,0, ,7.700,0,11,11,92.08%,7.92%,16.34%,2.63%,<empty>,,

16 AUG 19  (132)  100
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,AIG190816C20,0,0,--,<empty>,1.000,.00,.00,.00,.00,0, ,25.025,0,21,3,100.00%,0.00%,<empty>,-0.15%,0.00%,22.70,X,27.35,N,16 AUG 19,20,0,P,.11,P,AIG190816P20,0,0,61.13%,.05358388,-.009,.001,.006,-.001,-.002,0, ,.055,0,0,10,2.22%,97.78%,4.16%,0.34%,<empty>,,
,,AIG190816C21,0,0,101.14%,24.14,.877,.001,.032,-.011,.013,0, ,24.150,0,3,3,82.69%,17.31%,30.18%,0.61%,0.61%,22.00,N,26.30,Q,16 AUG 19,21,0,A,.10,P,AIG190816P21,0,10,57.00%,.04881866,-.009,.002,.006,-.001,-.002,.32,X,.050,.32,0,12,2.06%,97.94%,3.89%,0.30%,<empty>,,
,,AIG190816C22,0,0,--,<empty>,1.000,.00,.00,.00,.00,0, ,23.025,0,21,3,100.00%,0.00%,<empty>,-0.15%,0.00%,20.70,X,25.35,N,16 AUG 19,22,0,A,.10,P,AIG190816P22,0,0,53.79%,.0487705,-.009,.002,.007,-.001,-.002,0, ,.050,0,0,12,2.07%,97.93%,3.91%,0.30%,<empty>,,
,,AIG190816C23,0,0,87.14%,22.19,.883,.002,.033,-.010,.015,0, ,22.200,0,1,31,84.41%,15.59%,27.68%,0.91%,0.91%,19.90,H,24.50,M,16 AUG 19,23,0,A,.10,P,AIG190816P23,0,0,50.73%,.04874349,-.010,.002,.007,-.001,-.002,0, ,.050,0,0,10,2.09%,97.91%,3.95%,0.30%,<empty>,,
,,AIG190816C24,0,0,--,<empty>,1.000,.00,.00,.00,.00,0, ,21.025,0,2,3,100.00%,0.00%,<empty>,-0.15%,0.00%,18.90,Z,23.15,N,16 AUG 19,24,0,A,.30,N,AIG190816P24,0,0,56.88%,.14691683,-.023,.003,.015,-.003,-.004,0, ,.150,0,0,32,4.88%,95.12%,9.12%,0.91%,<empty>,,
,,AIG190816C25,0,0,74.06%,20.19,.890,.002,.034,-.009,.018,0, ,20.200,0,1,10,86.20%,13.80%,24.94%,0.91%,0.91%,17.95,H,22.45,M,16 AUG 19,25,0,A,.12,B,AIG190816P25,0,101,46.17%,.05851725,-.012,.003,.009,-.002,-.002,.08,C,.060,.08,0,132,2.46%,97.54%,4.68%,0.37%,<empty>,,
,,AIG190816C26,0,0,67.53%,19.17,.895,.003,.034,-.008,.018,0, ,19.175,0,1,31,87.28%,12.72%,23.20%,0.76%,0.76%,16.85,H,21.50,M,16 AUG 19,26,0,A,.13,X,AIG190816P26,0,0,43.92%,.0634432,-.014,.003,.010,-.002,-.003,0, ,.065,0,0,254,2.66%,97.34%,5.06%,0.40%,<empty>,,
,,AIG190816C27,0,0,59.91%,18.09,.901,.002,.032,-.007,.016,0, ,18.100,0,1,3,89.06%,10.94%,20.19%,0.30%,0.30%,15.95,H,20.25,N,16 AUG 19,27,0,W,.13,X,AIG190816P27,0,300,41.22%,.06346403,-.015,.003,.010,-.002,-.003,.12,C,.065,.12,0,37,2.71%,97.29%,5.17%,0.40%,<empty>,,
,,AIG190816C28,0,0,57.20%,17.17,.901,.003,.034,-.007,.021,0, ,17.175,0,21,21,88.47%,11.53%,21.31%,0.76%,0.76%,15.10,X,19.25,X,16 AUG 19,28,0,A,.13,X,AIG190816P28,0,45,38.61%,.06357932,-.016,.004,.011,-.002,-.003,.17,C,.065,.17,0,31,2.77%,97.23%,5.30%,0.40%,<empty>,,
,,AIG190816C29,0,0,52.56%,16.17,.904,.004,.034,-.006,.023,0, ,16.175,0,21,21,88.94%,11.06%,20.57%,0.76%,0.76%,14.10,X,18.25,X,16 AUG 19,29,.07,Z,.13,X,AIG190816P29,0,42,38.73%,.09799719,-.023,.005,.015,-.002,-.004,.31,Z,.100,.31,20,50,3.93%,96.07%,7.50%,0.61%,<empty>,,
,,AIG190816C30,0,0,48.21%,15.17,.907,.005,.034,-.006,.025,10.30,P,15.175,10.30,21,21,89.34%,10.66%,19.94%,0.76%,0.76%,13.20,X,17.15,X,16 AUG 19,30,.09,Z,.14,X,AIG190816P30,0,31,37.02%,.11264508,-.027,.006,.017,-.002,-.005,.42,P,.115,.42,20,35,4.47%,95.53%,8.53%,0.70%,<empty>,,
,,AIG190816C31,0,0,44.15%,14.17,.909,.006,.035,-.005,.027,9.89,X,14.175,9.89,20,21,89.65%,10.35%,19.46%,0.76%,0.76%,12.10,X,16.25,X,16 AUG 19,31,.11,X,.19,X,AIG190816P31,0,1,36.22%,.14714348,-.035,.008,.021,-.003,-.006,.27,C,.150,.27,33,64,5.58%,94.42%,10.64%,0.91%,<empty>,,
,,AIG190816C32,0,0,41.02%,13.20,.909,.007,.036,-.005,.032,0, ,13.200,0,20,21,89.42%,10.58%,19.95%,0.91%,0.91%,11.10,X,15.30,X,16 AUG 19,32,.14,X,.22,X,AIG190816P32,0,35,34.87%,.1767682,-.043,.010,.025,-.003,-.008,.26,C,.180,.26,38,46,6.55%,93.45%,12.50%,1.10%,<empty>,,
,,AIG190816C33,0,2,39.40%,12.27,.902,.010,.040,-.005,.040,11.94,C,12.275,11.94,21,21,88.13%,11.87%,22.40%,1.37%,1.37%,10.30,X,14.25,X,16 AUG 19,33,.18,X,.26,X,AIG190816P33,0,184,33.69%,.21651554,-.052,.012,.029,-.004,-.009,.78,P,.220,.78,30,35,7.80%,92.20%,14.88%,1.34%,<empty>,,
,,AIG190816C34,0,0,31.07%,11.10,.923,.008,.032,-.003,.026,0, ,11.100,0,20,35,91.86%,8.14%,15.56%,0.30%,0.30%,9.25,X,12.95,X,16 AUG 19,34,.22,X,.30,N,AIG190816P34,0,26,32.27%,.25598905,-.063,.014,.034,-.004,-.011,.29,A,.260,.29,35,42,9.07%,90.93%,17.30%,1.58%,<empty>,,
,,AIG190816C35,0,4,--,<empty>,1.000,.00,.00,.00,.00,7.45,C,9.750,7.45,20,38,100.00%,0.00%,<empty>,-1.83%,0.00%,8.45,M,11.05,X,16 AUG 19,35,.28,X,.39,X,AIG190816P35,6,534,31.57%,.33026629,-.079,.017,.040,-.005,-.014,.30,M,.335,.30,20,45,11.15%,88.85%,21.25%,2.04%,<empty>,,
,,AIG190816C36,0,0,33.19%,9.44,.877,.019,.051,-.006,.061,0, ,9.450,0,20,30,84.34%,15.66%,29.66%,2.44%,2.44%,9.05,M,9.85,M,16 AUG 19,36,.35,X,.43,X,AIG190816P36,0,65,30.06%,.38488922,-.094,.020,.046,-.005,-.017,1.05,P,.390,1.05,31,35,12.84%,87.16%,24.48%,2.38%,<empty>,,
,,AIG190816C37,0,0,34.33%,8.69,.844,.023,.062,-.007,.070,0, ,8.700,0,44,43,79.85%,20.15%,37.98%,3.96%,3.96%,8.30,X,9.10,X,16 AUG 19,37,.40,X,.56,X,AIG190816P37,0,40,29.03%,.47423222,-.115,.024,.053,-.006,-.021,.94,X,.480,.94,30,30,15.30%,84.70%,29.14%,2.93%,<empty>,,
,,AIG190816C38,0,13,30.61%,7.67,.836,.028,.064,-.007,.074,6.75,P,7.675,6.75,30,30,79.32%,20.68%,39.17%,3.81%,3.81%,7.55,X,7.80,X,16 AUG 19,38,.54,X,.65,X,AIG190816P38,0,957,28.12%,.58882672,-.140,.029,.061,-.006,-.025,.78,P,.595,.78,39,36,18.26%,81.74%,34.74%,3.63%,<empty>,,
,,AIG190816C39,0,12,29.48%,6.82,.808,.033,.072,-.007,.079,5.00,E,6.825,5.00,30,30,76.10%,23.90%,45.22%,4.72%,4.72%,6.70,X,6.95,X,16 AUG 19,39,.67,X,.80,X,AIG190816P39,0,61,27.21%,.72800465,-.171,.034,.069,-.007,-.031,1.20,H,.735,1.20,30,30,21.68%,78.32%,41.20%,4.48%,<empty>,,
,,AIG190816C40,2,47,28.05%,5.97,.776,.039,.079,-.008,.082,6.12,B,5.975,6.12,47,51,72.74%,27.26%,51.56%,5.64%,5.64%,5.85,X,6.10,X,16 AUG 19,40,.83,X,1.01,Q,AIG190816P40,0,467,26.51%,.91229501,-.208,.039,.078,-.008,-.038,1.11,Q,.920,1.11,30,11,25.79%,74.21%,48.94%,5.61%,<empty>,,
,,AIG190816C41,11,311,27.19%,5.19,.736,.044,.087,-.008,.084,5.22,X,5.200,5.22,30,34,68.40%,31.60%,59.67%,7.01%,7.01%,5.10,X,5.30,X,16 AUG 19,41,.96,Z,1.17,Q,AIG190816P41,0,157,24.92%,1.06,-.244,.046,.085,-.008,-.044,1.85,P,1.065,1.85,15,1,29.56%,70.44%,56.07%,6.49%,<empty>,,
,,AIG190816C42,0,630,26.19%,4.44,.691,.049,.094,-.009,.083,3.50,I,4.450,3.50,30,30,63.72%,36.28%,68.41%,8.53%,8.53%,4.35,X,4.55,X,16 AUG 19,42,1.27,X,1.43,X,AIG190816P42,0,420,24.52%,1.34,-.294,.051,.094,-.009,-.053,2.06,Q,1.350,2.06,30,30,35.00%,65.00%,66.20%,8.23%,<empty>,,
,,AIG190816C43,2,91,25.26%,3.74,.640,.054,.101,-.009,.081,3.85,Q,3.750,3.85,30,30,58.52%,41.48%,78.06%,10.36%,10.36%,3.65,X,3.85,X,16 AUG 19,43,1.50,Z,1.81,Q,AIG190816P43,0,226,23.79%,1.65,-.348,.057,.100,-.009,-.063,2.13,Q,1.655,2.13,11,1,40.61%,59.39%,76.63%,10.09%,<empty>,,
,,AIG190816C44,9,108,24.59%,3.12,.583,.058,.105,-.009,.077,3.30,Q,3.125,3.30,30,30,52.80%,47.20%,88.57%,12.65%,12.65%,3.00,X,3.25,X,16 AUG 19,44,1.84,Z,2.37,X,AIG190816P44,0,159,23.94%,2.10,-.409,.059,.105,-.010,-.075,2.20,Q,2.105,2.20,12,57,46.97%,53.03%,88.24%,12.83%,<empty>,,
,,AIG190816C45,1,312,23.75%,2.53,.522,.061,.108,-.009,.072,2.68,M,2.540,2.68,56,11,46.85%,53.15%,99.45%,15.18%,15.18%,2.28,X,2.80,P,16 AUG 19,45,2.23,N,2.67,X,AIG190816P45,0,60,22.53%,2.44,-.471,.064,.108,-.009,-.086,2.95,N,2.450,2.95,14,45,53.01%,46.99%,99.41%,14.93%,<empty>,,
,,AIG190816C46,0,109,23.30%,2.05,.460,.062,.107,-.009,.065,1.78,Z,2.055,1.78,24,30,40.75%,59.25%,87.05%,12.53%,18.32%,1.96,B,2.15,X,16 AUG 19,46,2.71,N,3.10,X,AIG190816P46,0,56,21.57%,2.90,-.539,.067,.107,-.009,-.099,4.16,B,2.905,4.16,16,30,59.56%,40.44%,86.09%,11.92%,<empty>,,
,,AIG190816C47,28,369,22.88%,1.63,.397,.062,.105,-.009,.057,1.69,C,1.635,1.69,12,10,34.77%,65.23%,73.89%,9.97%,21.85%,1.55,Z,1.72,Z,16 AUG 19,47,3.30,X,3.70,X,AIG190816P47,0,9,21.31%,3.49,-.604,.065,.104,-.008,-.112,6.15,X,3.500,6.15,30,39,65.93%,34.07%,72.17%,9.45%,<empty>,,
,,AIG190816C48,0,758,22.47%,1.27,.337,.059,.099,-.008,.050,1.11,X,1.275,1.11,30,30,29.06%,70.94%,61.47%,7.77%,25.75%,1.19,X,1.36,X,16 AUG 19,48,4.05,X,4.30,X,AIG190816P48,0,404,21.23%,4.17,-.665,.062,.098,-.008,-.124,4.25,H,4.175,4.25,30,30,71.77%,28.23%,59.56%,7.47%,<empty>,,
,,AIG190816C49,1,"1,020",21.96%,.95779024,.278,.056,.091,-.007,.042,1.04,N,.965,1.04,24,14,23.68%,76.32%,49.85%,5.88%,29.96%,.88,Z,1.05,Z,16 AUG 19,49,4.80,N,5.05,H,AIG190816P49,0,5,21.37%,4.92,-.719,.057,.090,-.007,-.135,5.24,A,4.925,5.24,25,50,76.82%,23.18%,48.75%,5.94%,<empty>,,
,,AIG190816C50,8,439,21.76%,.72858761,.227,.051,.082,-.006,.034,.70,H,.735,.70,34,30,19.05%,80.95%,39.97%,4.48%,34.65%,.67,X,.80,X,16 AUG 19,50,5.55,X,5.80,X,AIG190816P50,0,17,20.95%,5.67,-.773,.051,.080,-.006,-.146,7.50,H,5.675,7.50,31,30,81.72%,18.28%,38.28%,4.42%,<empty>,,
,,AIG190816C52.5,0,128,21.37%,.34561202,.127,.036,.057,-.004,.020,.30,P,.350,.30,30,30,10.24%,89.76%,21.32%,2.13%,47.55%,.30,X,.40,X,16 AUG 19,52.5,7.40,X,7.95,H,AIG190816P52.5,0,2,18.15%,7.67,-.903,.032,.043,-.003,-.170,8.57,C,7.675,8.57,52,30,92.94%,7.06%,14.61%,1.37%,<empty>,,
,,AIG190816C55,0,101,21.42%,.16241869,.067,.022,.036,-.003,.011,.11,B,.165,.11,30,30,5.21%,94.79%,10.80%,1.01%,61.66%,.12,X,.21,X,16 AUG 19,55,9.85,N,10.45,M,AIG190816P55,0,74,21.92%,10.15,-.918,.023,.038,-.003,-.164,10.74,C,10.150,10.74,10,30,94.42%,5.58%,11.58%,1.22%,<empty>,,
,,AIG190816C60,0,2,23.03%,.04911723,.022,.008,.015,-.001,.004,.15,N,.050,.15,0,38,1.59%,98.41%,3.28%,0.30%,91.44%,0,P,.10,X,16 AUG 19,60,12.95,X,17.10,X,AIG190816P60,0,0,25.33%,15.02,-.958,.012,.021,-.002,-.121,16.91,I,15.025,16.91,21,20,97.53%,2.47%,5.12%,0.46%,<empty>,,

15 NOV 19  (223)  100
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,AIG191115C25,0,0,--,<empty>,1.000,.00,.00,.00,.00,0, ,19.850,0,34,36,100.00%,0.00%,<empty>,-0.72%,0.00%,18.90,X,20.80,X,15 NOV 19,25,.10,X,.14,H,AIG191115P25,0,0,39.74%,.11846799,-.021,.004,.018,-.002,-.006,0, ,.120,0,26,99,4.23%,95.77%,7.94%,0.43%,<empty>,,
,,AIG191115C26,0,0,65.21%,19.74,.870,.005,.055,-.007,.051,0, ,19.750,0,36,31,79.22%,20.78%,36.67%,2.53%,2.53%,18.25,X,21.25,X,15 NOV 19,26,.12,X,.17,H,AIG191115P26,0,100,38.68%,.14346366,-.025,.004,.021,-.002,-.008,.24,M,.145,.24,46,146,4.93%,95.07%,9.27%,0.52%,<empty>,,
,,AIG191115C27,0,0,--,<empty>,1.000,.00,.00,.00,.00,0, ,17.825,0,34,34,100.00%,0.00%,<empty>,-0.81%,0.00%,16.15,X,19.50,X,15 NOV 19,27,.15,D,.18,N,AIG191115P27,0,0,37.23%,.16317872,-.029,.005,.024,-.002,-.009,0, ,.165,0,27,19,5.50%,94.50%,10.35%,0.60%,<empty>,,
,,AIG191115C28,0,0,--,<empty>,1.000,.00,.00,.00,.00,0, ,16.950,0,34,34,100.00%,0.00%,<empty>,-0.36%,0.00%,15.95,X,17.95,X,15 NOV 19,28,.18,D,.22,H,AIG191115P28,0,0,36.28%,.19819873,-.035,.006,.028,-.002,-.011,0, ,.200,0,27,40,6.44%,93.56%,12.10%,0.72%,<empty>,,
,,AIG191115C29,0,0,43.53%,16.25,.898,.006,.047,-.004,.045,0, ,16.250,0,36,36,86.67%,13.33%,24.56%,0.72%,0.72%,14.20,X,18.30,X,15 NOV 19,29,.21,D,.25,N,AIG191115P29,0,0,34.97%,.22759581,-.041,.007,.031,-.002,-.013,0, ,.230,0,21,29,7.24%,92.76%,13.62%,0.83%,<empty>,,
,,AIG191115C30,0,0,41.15%,15.30,.896,.007,.050,-.004,.053,0, ,15.300,0,34,36,86.20%,13.80%,25.51%,0.90%,0.90%,13.20,X,17.40,X,15 NOV 19,30,.25,D,.29,N,AIG191115P30,0,214,33.86%,.26738231,-.049,.008,.036,-.003,-.015,.36,P,.270,.36,27,28,8.28%,91.72%,15.56%,0.98%,<empty>,,
,,AIG191115C31,0,0,38.41%,14.32,.895,.008,.051,-.004,.059,0, ,14.325,0,34,31,86.00%,14.00%,25.98%,1.00%,1.00%,12.20,X,16.45,X,15 NOV 19,31,.30,N,.34,N,AIG191115P31,0,0,32.86%,.31713068,-.058,.010,.041,-.003,-.018,0, ,.320,0,21,21,9.52%,90.48%,17.90%,1.16%,<empty>,,
,,AIG191115C32,0,0,30.53%,13.10,.918,.007,.040,-.002,.037,0, ,13.100,0,34,84,90.25%,9.75%,18.38%,0.18%,0.18%,11.30,M,14.90,X,15 NOV 19,32,.35,X,.39,N,AIG191115P32,0,0,31.70%,.36679984,-.068,.012,.046,-.003,-.021,0, ,.370,0,26,17,10.77%,89.23%,20.25%,1.34%,<empty>,,
,,AIG191115C33,0,0,33.81%,12.40,.887,.012,.058,-.004,.075,0, ,12.400,0,31,17,84.84%,15.16%,28.29%,1.27%,1.27%,12.25,X,12.55,N,15 NOV 19,33,.42,N,.47,N,AIG191115P33,0,0,30.89%,.44139813,-.081,.014,.053,-.004,-.025,0, ,.445,0,21,33,12.49%,87.51%,23.47%,1.61%,<empty>,,
,,AIG191115C34,0,0,30.14%,11.35,.890,.014,.057,-.003,.078,0, ,11.350,0,50,19,85.52%,14.48%,27.20%,1.09%,1.09%,11.00,H,11.70,N,15 NOV 19,34,.48,X,.58,H,AIG191115P34,0,1,30.03%,.52606318,-.096,.016,.060,-.004,-.030,.83,X,.530,.83,61,65,14.38%,85.62%,27.01%,1.92%,<empty>,,
,,AIG191115C35,0,0,32.05%,10.65,.858,.018,.072,-.004,.098,0, ,10.650,0,126,128,80.67%,19.33%,36.03%,2.17%,2.17%,10.55,X,10.75,X,15 NOV 19,35,.59,X,.65,X,AIG191115P35,0,48,29.06%,.61594573,-.112,.018,.067,-.004,-.035,.79,I,.620,.79,21,26,16.37%,83.63%,30.72%,2.24%,<empty>,,
,,AIG191115C36,0,0,30.94%,9.77,.841,.021,.079,-.005,.107,0, ,9.775,0,46,46,78.51%,21.49%,40.04%,2.62%,2.62%,9.70,X,9.85,X,15 NOV 19,36,.70,N,.76,N,AIG191115P36,0,9,28.17%,.72563567,-.132,.021,.075,-.005,-.041,1.07,N,.730,1.07,32,20,18.68%,81.32%,35.04%,2.64%,<empty>,,
,,AIG191115C37,0,0,29.67%,8.90,.821,.024,.087,-.005,.115,0, ,8.900,0,136,61,76.29%,23.71%,44.19%,3.08%,3.08%,8.80,C,9.00,X,15 NOV 19,37,.84,M,.94,X,AIG191115P37,0,7,27.67%,.88489443,-.156,.024,.084,-.005,-.049,1.32,Q,.890,1.32,21,68,21.67%,78.33%,40.58%,3.22%,<empty>,,
,,AIG191115C38,0,0,28.79%,8.07,.796,.027,.095,-.005,.121,0, ,8.075,0,68,43,73.43%,26.57%,49.46%,3.71%,3.71%,8.00,H,8.15,H,15 NOV 19,38,1.00,D,1.11,X,AIG191115P38,0,20,26.95%,1.05,-.183,.028,.093,-.006,-.057,1.19,X,1.055,1.19,26,64,24.70%,75.30%,46.20%,3.82%,<empty>,,
,,AIG191115C39,0,0,27.95%,7.27,.768,.030,.103,-.006,.126,0, ,7.275,0,41,41,70.29%,29.71%,55.24%,4.43%,4.43%,7.20,X,7.35,X,15 NOV 19,39,1.19,N,1.29,X,AIG191115P39,0,12,26.17%,1.23,-.212,.031,.102,-.006,-.066,1.39,Z,1.240,1.39,19,46,27.98%,72.02%,52.26%,4.49%,<empty>,,
,,AIG191115C40,0,5,27.10%,6.49,.736,.034,.112,-.006,.129,5.30,Z,6.500,5.30,151,51,66.89%,33.11%,61.48%,5.25%,5.25%,6.40,X,6.60,X,15 NOV 19,40,1.41,M,1.53,X,AIG191115P40,0,38,25.56%,1.46,-.246,.035,.110,-.006,-.077,1.66,Q,1.470,1.66,21,63,31.71%,68.29%,59.12%,5.32%,<empty>,,
,,AIG191115C41,0,8,26.43%,5.77,.700,.037,.119,-.006,.130,4.70,Q,5.775,4.70,46,46,63.08%,36.92%,68.43%,6.24%,6.24%,5.70,X,5.85,X,15 NOV 19,41,1.66,D,1.78,X,AIG191115P41,0,2,24.84%,1.71,-.282,.038,.118,-.007,-.088,2.27,C,1.720,2.27,53,51,35.63%,64.37%,66.31%,6.23%,<empty>,,
,,AIG191115C42,0,19,25.69%,5.07,.661,.040,.126,-.007,.129,4.15,M,5.075,4.15,63,36,59.09%,40.91%,75.69%,7.33%,7.33%,5.00,X,5.15,X,15 NOV 19,42,1.97,M,2.09,X,AIG191115P42,8,23,24.33%,2.02,-.323,.041,.126,-.007,-.101,2.21,Q,2.030,2.21,22,66,39.99%,60.01%,74.23%,7.35%,<empty>,,
,,AIG191115C43,0,82,25.05%,4.42,.619,.043,.132,-.007,.126,3.41,C,4.425,3.41,59,26,54.81%,45.19%,83.41%,8.60%,8.60%,4.35,H,4.50,X,15 NOV 19,43,2.31,M,2.44,X,AIG191115P43,4,101,23.77%,2.37,-.367,.044,.132,-.007,-.115,2.58,Q,2.375,2.58,22,71,44.53%,55.47%,82.44%,8.60%,<empty>,,
,,AIG191115C44,0,43,24.47%,3.82,.574,.045,.136,-.007,.121,2.97,Q,3.825,2.97,125,21,50.33%,49.67%,91.43%,10.04%,10.04%,3.75,B,3.90,X,15 NOV 19,44,2.71,H,2.84,X,AIG191115P44,5,2,23.30%,2.77,-.413,.047,.136,-.007,-.130,2.92,Q,2.775,2.92,25,63,49.28%,50.72%,90.96%,10.04%,<empty>,,
,,AIG191115C45,187,27,23.94%,3.27,.527,.047,.138,-.007,.115,3.45,Q,3.275,3.45,147,21,45.73%,54.27%,99.59%,11.67%,11.67%,3.20,X,3.35,X,15 NOV 19,45,3.15,M,3.30,X,AIG191115P45,510,7,22.86%,3.22,-.462,.048,.138,-.007,-.146,3.15,Q,3.225,3.15,27,60,54.12%,45.88%,99.57%,11.67%,<empty>,,
,,AIG191115C46,0,17,23.73%,2.81,.479,.047,.139,-.007,.108,2.38,N,2.815,2.38,72,30,41.11%,58.89%,89.87%,10.19%,13.63%,2.71,H,2.92,X,15 NOV 19,46,3.65,M,3.80,X,AIG191115P46,3,0,22.44%,3.72,-.511,.049,.138,-.007,-.162,3.90,Q,3.725,3.90,27,91,58.99%,41.01%,89.34%,10.04%,<empty>,,
,,AIG191115C47,7,8,23.23%,2.35,.431,.048,.137,-.007,.099,2.29,Q,2.360,2.29,73,81,36.55%,63.45%,79.42%,8.54%,15.60%,2.27,C,2.45,X,15 NOV 19,47,4.20,X,4.35,X,AIG191115P47,3,0,22.04%,4.27,-.561,.050,.136,-.007,-.178,4.50,Q,4.275,4.50,26,63,63.79%,36.21%,78.43%,8.42%,<empty>,,
,,AIG191115C48,0,38,22.79%,1.95,.383,.047,.133,-.006,.090,1.80,H,1.960,1.80,61,37,32.10%,67.90%,69.37%,7.09%,17.77%,1.89,H,2.03,X,15 NOV 19,48,4.80,N,4.95,X,AIG191115P48,0,5,21.65%,4.87,-.611,.049,.132,-.007,-.194,5.26,A,4.875,5.26,21,60,68.45%,31.55%,67.98%,6.97%,<empty>,,
,,AIG191115C49,0,0,22.42%,1.61,.336,.046,.128,-.006,.080,0, ,1.615,0,32,20,27.86%,72.14%,59.92%,5.85%,20.14%,1.56,X,1.67,N,15 NOV 19,49,5.45,C,5.60,X,AIG191115P49,0,0,21.29%,5.52,-.659,.047,.126,-.006,-.209,0, ,5.525,0,105,52,72.88%,27.12%,58.14%,5.70%,<empty>,,
,,AIG191115C50,0,4,22.15%,1.32,.293,.044,.121,-.006,.071,1.18,I,1.325,1.18,31,37,23.93%,76.07%,51.25%,4.80%,22.71%,1.27,X,1.38,X,15 NOV 19,50,6.15,X,6.30,X,AIG191115P50,0,13,20.96%,6.22,-.705,.045,.118,-.006,-.223,8.35,Q,6.225,8.35,60,41,77.01%,22.99%,49.08%,4.61%,<empty>,,
,,AIG191115C52.5,0,17,21.71%,.78559033,.199,.036,.098,-.005,.050,.58,Z,.790,.58,62,56,15.71%,84.29%,33.36%,2.86%,29.82%,.73,X,.85,X,15 NOV 19,52.5,8.10,X,8.30,H,AIG191115P52.5,0,10,20.67%,8.20,-.799,.037,.094,-.004,-.248,9.34,I,8.200,9.34,46,75,85.28%,14.72%,31.16%,2.71%,<empty>,,
,,AIG191115C55,0,10,21.51%,.45657234,.129,.028,.074,-.003,.033,.44,C,.460,.44,52,60,9.84%,90.16%,20.77%,1.66%,37.68%,.41,X,.51,H,15 NOV 19,55,10.30,N,10.45,H,AIG191115P55,0,0,20.62%,10.37,-.866,.028,.070,-.003,-.255,0, ,10.375,0,16,97,90.97%,9.03%,19.01%,1.54%,<empty>,,

